EC,cofactor_id,External Dependence,Substitution Logic,Inhibitor,in_kegg,in_expasy,in_pdbe,comment_kegg,ec_names,comment_expasy,HET,cpdsViaHETs,in_ebi,cofactor_ebi,cofactor_expasy,cofactor_pdbe,match_via_ebi_cofactor,match_via_expasy_cofactor,match_via_kegg,match_via_pdbe_cofactor,source_ebi,EC3_description,EC_cpds,cofactorCIDsInEC,cofactorCIDsInEC_count
1.5.5.3,FAD,TRUE,,,TRUE,TRUE,,"A flavoprotein (FAD). The enzyme from human also has low activity with L-proline (cf. EC 1.5.5.2, proline dehydrogenase).","['hydroxyproline dehydrogenase', 'HYPDH', 'OH-POX', 'hydroxyproline oxidase', 'PRODH2 (gene name)']",['The enzyme from human also has low activity with L-proline (Cf. EC 1.5.5.2).'],,,,,FAD,,,FAD,"['flavoprotein', 'FAD']",,,With a quinone or similar compound as acceptor.,"['C01157', 'C04281', 'C15602', 'C15603']",[],0
1.5.7.1,FAD,TRUE,,,TRUE,,TRUE,"An iron-sulfur flavoprotein that also contains zinc. The enzyme from Clostridium formicoaceticum catalyses the reduction of methylene blue, menadione, benzyl viologen, rubredoxin or FAD with 5-methyltetrahydrofolate and the oxidation of reduced ferredoxin or FADH2 with 5,10-methylenetetrahydrofolate. However, unlike EC 1.5.1.20, methylenetetrahydrofolate reductase [NAD(P)H], there is no activity with NAD(P)H.","['methylenetetrahydrofolate reductase (ferredoxin)', '5,10-methylenetetrahydrofolate reductase']",,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,,Flavin adenine dinucleotide,,,"['zinc', 'ferredoxin', 'flavoprotein', 'FAD', 'NAD', 'tetrahydrofolate']",Flavin adenine dinucleotide,,With an iron-sulfur protein as acceptor.,"['C00080', 'C00138', 'C00139', 'C00143', 'C00440']",[],0
1.5.7.2,FAD,TRUE,,,TRUE,TRUE,TRUE,The enzyme from the archaeon Methanosarcina mazei contains iron-sulfur centres and FAD.,"['coenzyme F420 oxidoreductase (ferredoxin)', 'Fd:F420 oxidoreductase', 'FpoF protein', 'ferredoxin:F420 oxidoreductase']",,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['iron-sulfur', 'FAD']",Flavin adenine dinucleotide,,With an iron-sulfur protein as acceptor.,"['C00080', 'C00138', 'C00139', 'C00876', 'C01080']",[],0
1.5.8.1,FAD,TRUE,,,TRUE,TRUE,TRUE,Contains FAD and a [4Fe-4S] cluster.,['dimethylamine dehydrogenase'],,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['4Fe-4S', 'FAD']",Flavin adenine dinucleotide,,With a flavin as acceptor.,"['C00001', 'C00067', 'C00218', 'C00543', 'C04253', 'C04570']",[],0
1.5.8.2,FAD,TRUE,,,TRUE,,TRUE,"A number of alkyl-substituted derivatives of trimethylamine can also act as electron donors; phenazine methosulfate and 2,6-dichloroindophenol can act as electron acceptors. Contains FAD and a [4Fe-4S] cluster.",['trimethylamine dehydrogenase'],,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,,Flavin adenine dinucleotide,,,"['4Fe-4S', 'FAD']",Flavin adenine dinucleotide,,With a flavin as acceptor.,"['C00001', 'C00067', 'C00543', 'C00565', 'C04253', 'C04570']",[],0
1.5.8.4,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein, containing a histidyl(Npi)-(8alpha)FAD linkage at position 91 in the human protein. An imine intermediate is channeled from the FAD binding site to the 5,6,7,8-tetrahydrofolate binding site through a 40 A tunnel [5,8,9]. In the absence of 5,6,7,8-tetrahydrofolate the enzyme forms formaldehyde [5,9].","['dimethylglycine dehydrogenase', 'N,N-dimethylglycine oxidase', 'N,N-dimethylglycine:(acceptor) oxidoreductase (demethylating)', 'Me2GlyDH', 'N,N-dimethylglycine:electron-transfer flavoprotein oxidoreductase (demethylating)']","['An imine intermediate is channeled from the FAD binding site to the 5,6,7,8-tetrahydrofolate binding site through a 40 A tunnel.', 'In the absence of 5,6,7,8-tetrahydrofolate the enzyme forms formaldehyde.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'tetrahydrofolate']",Flavin adenine dinucleotide,,With a flavin as acceptor.,"['C00101', 'C00143', 'C00213', 'C01026', 'C04253', 'C04570']",[],0
1.5.99.12,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein(FAD). Catalyses the oxidation of cytokinins, a family of N6-substituted adenine derivatives that are plant hormones, where the substituent is a dimethylallyl or other prenyl group. Although this activity was previously thought to be catalysed by a hydrogen-peroxide-forming oxidase, this enzyme does not require oxygen for activity and does not form hydrogen peroxide. 2,6-Dichloroindophenol, methylene blue, nitroblue tetrazolium, phenazine methosulfate and Cu(II) in the presence of imidazole can act as acceptors. This enzyme plays a part in regulating rice-grain production, with lower levels of the enzyme resulting in enhanced grain production [2].","['cytokinin dehydrogenase', 'N6-dimethylallyladenine:(acceptor) oxidoreductase', '6-N-dimethylallyladenine:acceptor oxidoreductase', 'OsCKX2', 'CKX', 'cytokinin oxidase/dehydrogenase']","['Converts zeatin and related cytokinins.', 'Catalyzes the oxidation of cytokinins, a family of N(6)-substituted adenine derivatives that are plant hormones, where the substituent is a dimethylallyl or other prenyl group.', 'Although this activity was previously thought to be catalyzed by a hydrogen-peroxide-forming oxidase, this enzyme does not require oxygen for activity and does not form hydrogen peroxide.', '2,6-dichloroindophenol, methylene blue, nitroblue tetrazolium, phenazine methosulfate and Cu(2+) in the presence of imidazole can act as acceptors.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD']",Flavin adenine dinucleotide,,With other acceptors.,"['C00001', 'C00028', 'C00030', 'C00147', 'C04083', 'C07330']",[],0
1.5.99.13,FAD,TRUE,,,TRUE,TRUE,TRUE,A flavoprotein (FAD). The enzyme prefers D-proline and acts on other D-amino acids with lower efficiency.,"['D-proline dehydrogenase', 'D-Pro DH', 'D-Pro dehydrogenase', 'dye-linked D-proline dehydrogenase']",['The enzyme prefers D-proline and acts on other D-amino acid with lower efficiency.'],"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD']",Flavin adenine dinucleotide,,With other acceptors.,"['C00028', 'C00030', 'C00763', 'C03564']",[],0
1.5.99.6,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavohemoprotein (FAD). Ferricyanide, 2,6-dichloroindophenol and cytochrome c can act as acceptor. 4-Aminobutanal condenses non-enzymically to 1-pyrroline.","['spermidine dehydrogenase', 'spermidine:(acceptor) oxidoreductase']","['Ferricyanide, 2,6-dichloroindophenol and cytochrome c can act as acceptor.', '4-aminobutanal condenses non-enzymically to 1-pyrroline.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['FAD', 'hemoprotein', 'cytochrome']",Flavin adenine dinucleotide,,With other acceptors.,"['C00001', 'C00007', 'C00027', 'C00028', 'C00030', 'C00315', 'C00555', 'C00986']",[],0
1.6.1.1,FAD,TRUE,,,TRUE,TRUE,TRUE,The enzyme from Azotobacter vinelandii is a flavoprotein (FAD). It is Si-specific with respect to both NAD+ and NADP+. Also acts on deamino coenzymes [cf. EC 1.6.1.2 NAD(P)+ transhydrogenase (Re/Si-specific)].,"['NAD(P)+ transhydrogenase (Si-specific)', 'pyridine nucleotide transhydrogenase', 'transhydrogenase', 'NAD(P)+ transhydrogenase', 'nicotinamide adenine dinucleotide (phosphate) transhydrogenase', 'NAD+ transhydrogenase', 'NADH transhydrogenase', 'nicotinamide nucleotide transhydrogenase', 'NADPH-NAD+ transhydrogenase', 'pyridine nucleotide transferase', 'NADPH-NAD+ oxidoreductase', 'NADH-NADP+-transhydrogenase', 'NADPH:NAD+ transhydrogenase', 'H+-Thase', 'non-energy-linked transhydrogenase', 'NADPH:NAD+ oxidoreductase (B-specific)', 'NAD(P)+ transhydrogenase (B-specific)']","['Si-specific with respect to both NAD(+) and NADP(+).', 'Also acts with deamino coenzymes.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'NAD+']",Flavin adenine dinucleotide,,With NAD(+) or NADP(+) as acceptor.,"['C00003', 'C00004', 'C00005', 'C00006']",[],0
1.6.2.2,FAD,TRUE,,,TRUE,TRUE,TRUE,A flavoprotein (FAD).,"['cytochrome-b5 reductase', 'cytochrome b5 reductase', 'dihydronicotinamide adenine dinucleotide-cytochrome b5 reductase', 'reduced nicotinamide adeninedinucleotide-cytochrome b5 reductase', 'NADH-ferricytochrome b5 oxidoreductase', 'NADH-cytochrome b5 reductase', 'NADH 5alpha-reductase', 'NADH-cytochrome-b5 reductase']",,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD']",Flavin adenine dinucleotide,,With a heme protein as acceptor.,"['C00003', 'C00004', 'C00080', 'C00996', 'C00999']",[],0
1.6.2.4,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein containing both FMN and FAD. This enzyme catalyses the transfer of electrons from NADPH, an obligatory two-electron donor, to microsomal P-450 monooxygenases (e.g. EC 1.14.14.1, unspecific monooxygenase) by stabilizing the one-electron reduced form of the flavin cofactors FAD and FMN. It also reduces cytochrome b5 and cytochrome c. The number n in the equation is 1 if the hemoprotein undergoes a 2-electron reduction, and is 2 if it undergoes a 1-electron reduction.","['NADPH---hemoprotein reductase', 'CPR', 'FAD-cytochrome c reductase', 'NADP-cytochrome c reductase', 'NADP-cytochrome reductase', 'NADPH-dependent cytochrome c reductase', 'NADPH:P-450 reductase', 'NADPH:ferrihemoprotein oxidoreductase', 'NADPH---cytochrome P-450 oxidoreductase', 'NADPH-cytochrome c oxidoreductase', 'NADPH-cytochrome c reductase', 'NADPH---cytochrome p-450 reductase', 'NADPH-ferricytochrome c oxidoreductase', 'NADPH-ferrihemoprotein reductase', 'TPNH2 cytochrome c reductase', 'TPNH-cytochrome c reductase', 'aldehyde reductase (NADPH-dependent)', 'cytochrome P-450 reductase', 'cytochrome c reductase (reduced nicotinamide adenine dinucleotide phosphate, NADPH, NADPH-dependent)', 'dihydroxynicotinamide adenine dinucleotide phosphate-cytochrome c reductase', 'ferrihemoprotein P-450 reductase', 'reduced nicotinamide adenine dinucleotide phosphate-cytochrome c reductase', 'reductase, cytochrome c (reduced nicotinamide adenine dinucleotide phosphate)']","['This enzyme catalyzes the transfer of electrons from NADPH, an obligatory two-electron donor, to microsomal P450 monooxygenases (e.g. EC 1.14.14.1) by stabilizing the one-electron reduced form of the flavin cofactors FAD and FMN.', 'It also reduces cytochrome b5 and cytochrome c.', 'The number n in the equation is 1 if the hemoprotein undergoes a 2-electron reduction, and is 2 if it undergoes a 1-electron reduction.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'FMN', 'hemoprotein', 'cytochrome', 'NAD']",Flavin adenine dinucleotide,,With a heme protein as acceptor.,"['C00005', 'C00006', 'C00080', 'C00923', 'C00924', 'C00996', 'C00999', 'C03024', 'C03161', 'C06109', 'C06110']",[],0
1.6.2.5,FAD,TRUE,,,TRUE,TRUE,TRUE,A flavoprotein (FAD).,"['NADPH---cytochrome-c2 reductase', 'cytochrome c2 reductase (reduced nicotinamide adenine dinucleotide phosphate)', 'cytochrome c2 reductase (reduced nicotinamide adinine dinucleotide phosphate, NADPH)']",,"['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD']",Flavin adenine dinucleotide,,With a heme protein as acceptor.,"['C00005', 'C00006', 'C00080', 'C00997', 'C01000']",[],0
1.6.3.1,FAD,TRUE,,,TRUE,TRUE,TRUE,"Requires FAD, heme and calcium. When calcium is present, this transmembrane glycoprotein generates H2O2 by transfering electrons from intracellular NAD(P)H to extracellular molecular oxygen. The electron bridge within the enzyme contains one molecule of FAD and probably two heme groups. This flavoprotein is expressed at the apical membrane of thyrocytes, and provides H2O2 for the thyroid peroxidase-catalysed biosynthesis of thyroid hormones.","['NAD(P)H oxidase (H2O2-forming)', 'THOX2', 'ThOX', 'dual oxidase', 'p138tox', 'thyroid NADPH oxidase', 'thyroid oxidase', 'thyroid oxidase 2', 'NADPH oxidase', 'NAD(P)H:oxygen oxidoreductase', 'NAD(P)H oxidase']","['When calcium is present, this transmembrane glycoprotein generates H(2)O(2) by transfering electrons from intracellular NAD(P)H to extracellular molecular oxygen.', 'The electron bridge within the enzyme contains one molecule of FAD and probably two heme groups.', 'This flavoprotein is expressed at the apical membrane of thyrocytes, and provides H(2)O(2) for the thyroid peroxidase-catalyzed biosynthesis of thyroid hormones.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['calcium', 'flavoprotein', 'FAD', 'heme', 'NAD']",Flavin adenine dinucleotide,,With oxygen as acceptor.,"['C00003', 'C00004', 'C00005', 'C00006', 'C00007', 'C00027', 'C00080']",[],0
1.6.3.2,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein (FAD). NADPH is a better substrate than NADH [1,3]. By removal of oxygen the enzyme is involved in aerobic tolerance in the thermophilic anaerobic archaeon Thermococcus profundus and in Giardia intestinalis, a microaerophilic single-celled parasite of the order Diplomonadida.",['NAD(P)H oxidase (H2O-forming)'],"['NADPH is a better substrate than NADH.', 'By removal of oxygen the enzyme is involved in aerobic tolerance in the thermophilic anaerobic archaeon Thermococcus profundus and in Giardia intestinalis, a microaerophilic single-celled parasite of the order Diplomonadida.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'NAD']",Flavin adenine dinucleotide,,With oxygen as acceptor.,"['C00001', 'C00003', 'C00004', 'C00005', 'C00006', 'C00007', 'C00080']",[],0
1.6.3.3,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein (FAD). The bacterium Streptococcus mutans contains two distinct NADH oxidases, a H2O2-forming enzyme and a H2O-forming enzyme (cf. EC 1.6.3.4, NADH oxidase (H2O-forming)) [1]. The enzymes from the anaerobic archaea Methanocaldococcus jannaschii [6] and Pyrococcus furiosus [3] also produce low amounts of H2O. Unlike EC 1.6.3.1 (NAD(P)H oxidase) it has no activity towards NADPH.","['NADH oxidase (H2O2-forming)', 'NOX-1', 'H2O2-forming NADH oxidase']","['The bacterium Streptococcus mutans contains two distinct NADH oxidases, a H(2)O(2)-forming enzyme and a H(2)O-forming enzyme (cf. EC 1.6.3.4).', 'The enzymes from the anaerobic archaea Methanocaldococcus jannaschii and Pyrococcus furiosus also produce low amounts of H(2)O.', 'Unlike EC 1.6.3.1 it has no activity toward NADPH.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'NADH']",Flavin adenine dinucleotide,,With oxygen as acceptor.,"['C00003', 'C00004', 'C00007', 'C00027', 'C00080']",[],0
1.6.3.4,FAD,TRUE,,,TRUE,TRUE,TRUE,"A flavoprotein (FAD). The bacterium Streptococcus mutans contains two distinct NADH oxidases, a H2O-forming enzyme and a H2O2-forming enzyme (cf. EC 1.6.3.3, NADH oxidase (H2O2-forming)) [1].","['NADH oxidase (H2O-forming)', 'H2O-forming NADH oxidase', 'Nox-2']","['The bacterium Streptococcus mutans contains two distinct NADH oxidases, a H(2)O-forming enzyme and a H(2)O(2)-forming enzyme (cf. EC 1.6.3.3).']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'NADH']",Flavin adenine dinucleotide,,With oxygen as acceptor.,"['C00001', 'C00003', 'C00004', 'C00007', 'C00080']",[],0
1.6.3.5,FAD,TRUE,,,TRUE,TRUE,TRUE,"Requires FAD. Renalase, previously thought to be a hormone, is a flavoprotein secreted into the blood by the kidney that oxidizes the 1,2-dihydro- and 1,6-dihydro- isomeric forms of beta-NAD(P)H back to beta-NAD(P)+. These isomeric forms, generated by nonspecific reduction of beta-NAD(P)+ or by tautomerization of beta-NAD(P)H, are potent inhibitors of primary metabolism dehydrogenases and pose a threat to normal respiration.","['renalase', 'alphaNAD(P)H oxidase/anomerase (incorrect)', 'NAD(P)H:oxygen oxidoreductase (H2O2-forming, epimerising) (incorrect)']","['Renalase, previously thought to be a hormone, is a flavoprotein secreted into the blood by the kidney that oxidizes the 1,2-dihydro- and 1,6-dihydro- isomeric forms of beta-NAD(P)H back to beta-NAD(P)(+).', 'These isomeric forms, generated by nonspecific reduction of beta-NAD(P)(+) or by tautomerization of beta-NAD(P)H, are potent inhibitors of primary metabolism dehydrogenases and pose a threat to normal respiration.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,"['flavoprotein', 'FAD', 'NAD']",Flavin adenine dinucleotide,,With oxygen as acceptor.,"['C00003', 'C00006', 'C00007', 'C00027', 'C00080', 'C20744', 'C20745', 'C21423', 'C21424']",[],0
1.6.5.12,FAD,TRUE,,,,TRUE,TRUE,"The enzyme, found in plants and cyanobacteria, is involved in the biosynthesis of phylloquinone (vitamin K1), an electron carrier associated with photosystem I. The enzyme is a type II NADPH dehydrogenase and requires a flavine adenine dinucleotide cofactor.","['demethylphylloquinone reductase', 'ndbB (gene name)', 'NDC1 (gene name)', 'demethylphylloquinone:NADPH oxidoreductase']","['The enzyme, found in plants and cyanobacteria, is involved in the biosynthesis of phylloquinone (vitamin K(1)), an electron carrier associated with photosystem I.']","['6FA', 'FA8', 'FAA', 'FAB', 'FAD', 'FAE', 'FAO', 'FAS', 'FCG', 'FDA', 'FED', 'FSH', 'P5F', 'RFL', 'SFD']","['C00016', 'C01352']",,,FAD,Flavin adenine dinucleotide,,FAD,,Flavin adenine dinucleotide,,With a quinone or similar compound as acceptor.,"['C00005', 'C00006', 'C00080', 'C13309', 'C21084']",[],0
