ec,rule,rn
1.5.1.2,129_2003,R03291
1.5.1.2,129_2003,R03293
1.5.1.2,129_2003,R01248
1.5.1.2,129_2003,R01251
1.5.1.20,2002,R01224
1.5.1.20,2002,R07168
1.5.1.20,1207_2002,R01224
1.5.1.20,1207_2002,R07168
1.5.1.21,276,R02203
1.5.1.21,276,R01249
1.5.1.21,2003_3692,R02203
1.5.1.21,2003_3692,R01249
1.5.1.25,2003_3692,R04339
1.5.1.25,2003_3692,R04340
1.5.1.28,129_2003,R03732
1.5.1.3,11_7501,R00936
1.5.1.3,11_7501,R00937
1.5.1.3,11_7501,R00940
1.5.1.3,11_7501,R02235
1.5.1.3,11_7501,R02236
1.5.1.3,11_7501,R11765
1.5.1.3,11_7501,R00939
1.5.1.3,266_7501,R00936
1.5.1.3,266_7501,R00937
1.5.1.3,266_7501,R00940
1.5.1.3,266_7501,R02235
1.5.1.3,266_7501,R02236
1.5.1.3,266_7501,R11765
1.5.1.3,266_7501,R00939
1.5.1.3,4,R00936
1.5.1.3,4,R00937
1.5.1.3,4,R00940
1.5.1.3,4,R02235
1.5.1.3,4,R02236
1.5.1.3,4,R11765
1.5.1.3,4,R00939
1.5.1.3,7501,R00936
1.5.1.3,7501,R00937
1.5.1.3,7501,R00940
1.5.1.3,7501,R02235
1.5.1.3,7501,R02236
1.5.1.3,7501,R11765
1.5.1.3,7501,R00939
1.5.1.3,129_2003,R00936
1.5.1.3,129_2003,R00937
1.5.1.3,129_2003,R00940
1.5.1.3,129_2003,R02235
1.5.1.3,129_2003,R02236
1.5.1.3,129_2003,R11765
1.5.1.3,129_2003,R00939
1.5.1.30,2002,R09520
1.5.1.30,2002,R05707
1.5.1.30,2003,R09520
1.5.1.30,2003,R05707
1.5.1.33,2003,R11765
1.5.1.33,2003,R12644
1.5.1.33,2003,R01812
1.5.1.34,304,R01793
1.5.1.34,304,R01794
1.5.1.34,304,R07354
1.5.1.34,304,R07355
1.5.1.34,2003,R01793
1.5.1.34,2003,R01794
1.5.1.34,2003,R07354
1.5.1.34,2003,R07355
1.5.1.36,1,R05705
1.5.1.36,1,R09662
1.5.1.36,1,R09748
1.5.1.36,1,R09750
1.5.1.36,1_101,R05705
1.5.1.36,1_101,R09662
1.5.1.36,1_101,R09748
1.5.1.36,1_101,R09750
1.5.1.38,304,R05706
1.5.1.38,2007,R05706
1.5.1.39,304,R05705
1.5.1.39,2007,R05705
1.5.1.40,2003,R09749
1.5.1.41,1_7514,R05705
1.5.1.41,1_7514,R05707
1.5.1.41,1_7514,R09750
1.5.1.48,129_2003,R10730
1.5.1.5,2003_2007,R01220
1.5.1.52,129_2003,R12237
1.5.1.6,7524,R00941
1.5.1.6,270_7571,R00941
1.5.1.6,132,R00941
1.5.1.7,2003_298,R00715
1.5.1.7,2003,R00715
1.5.1.8,2003_298,R00716
1.5.1.9,2003_298,R02313
1.5.3.1,1_101_2003_221_244_304,R00610
1.5.3.1,2003_244,R00610
1.5.3.1,1_101_2003_221_244_304_375,R00610
1.5.3.10,1_2003_244_304,R01564
1.5.3.13,2003_244,R09074
1.5.3.13,2003_244,R03899
1.5.3.14,2003_244,R01914
1.5.3.15,2003_244,R09075
1.5.3.17,2003_244,R09076
1.5.3.17,2003_244,R09077
1.5.3.5,2003_244,R03202
1.5.3.5,2003_244,R11048
1.5.3.5,2003_244,R11049
1.5.3.6,217_304,R07170
1.5.3.6,217_304,R11050
1.5.3.6,217_304,R11049
1.5.5.1,2003_205_244,R04433
1.5.5.2,101,R01253
1.5.5.2,2002_503_7524,R01253
1.5.5.2,2002_503,R01253
1.5.5.2,2002,R01253
1.5.8.2,2002_2003,R02511
1.5.8.4,1_2003_244_304,R01565
1.5.98.1,2007,R04456
1.5.98.2,2002,R04464
1.5.99.12,217_304,R05708
1.6.1.2,2003,R00112
1.6.2.2,243,R00100
1.6.2.2,1_319_7514,R00100
1.6.2.2,1_7514,R00100
1.6.2.4,1_3687_7514,R00106
1.6.2.4,1_3687_7514,R05102
1.6.2.4,1_3687_7514,R08539
1.6.2.4,1_3687_7514,R08551
1.6.2.4,149,R00106
1.6.2.4,149,R05102
1.6.2.4,149,R08539
1.6.2.4,149,R08551
1.6.2.4,1_2007_3687_7514,R00106
1.6.2.4,1_2007_3687_7514,R05102
1.6.2.4,1_2007_3687_7514,R08539
1.6.2.4,1_2007_3687_7514,R08551
1.6.2.4,1_150_2007_3687_7514,R00106
1.6.2.4,1_150_2007_3687_7514,R05102
1.6.2.4,1_150_2007_3687_7514,R08539
1.6.2.4,1_150_2007_3687_7514,R08551
1.6.2.4,149_2007,R00106
1.6.2.4,149_2007,R05102
1.6.2.4,149_2007,R08539
1.6.2.4,149_2007,R08551
1.6.2.4,2007,R00106
1.6.2.4,2007,R05102
1.6.2.4,2007,R08539
1.6.2.4,2007,R08551
1.6.3.5,2003_244,R10635
1.6.3.5,2003_244,R10636
1.6.3.5,2003_244,R11504
1.6.3.5,2003_244,R11505
1.6.3.5,2003,R10635
1.6.3.5,2003,R10636
1.6.3.5,2003,R11504
1.6.3.5,2003,R11505
1.6.5.10,2007,R07359
1.6.5.2,2003_2007,R02964
1.6.5.2,2003_2007,R03643
1.6.5.2,2003_2007,R03816
1.6.5.2,2003_2007,R07358
1.6.5.2,2003_2007,R07359
1.6.5.2,2003_244,R02964
1.6.5.2,2003_244,R03643
1.6.5.2,2003_244,R03816
1.6.5.2,2003_244,R07358
1.6.5.2,2003_244,R07359
1.6.5.2,2003,R02964
1.6.5.2,2003,R03643
1.6.5.2,2003,R03816
1.6.5.2,2003,R07358
1.6.5.2,2003,R07359
1.6.5.2,2007,R02964
1.6.5.2,2007,R03643
1.6.5.2,2007,R03816
1.6.5.2,2007,R07358
1.6.5.4,2003_244,R00095
1.6.5.4,62,R00095
1.6.5.5,2003_236,R02364
1.6.5.6,2007,R05244
1.6.5.9,2002,R02163
1.6.5.9,2002,R07358
1.6.5.9,2003,R02163
1.6.99.1,2002,R00282
1.7.1.1,1_7514,R00794
1.7.1.13,230,R07605
1.7.1.14,149,R09808
1.7.1.14,149,R09809
1.7.1.14,149,R02492
1.7.1.14,149,R09446
1.7.1.15,4294_66,R00787
1.7.1.17,2007,R12035
1.7.1.3,11_221,R00796
1.7.1.4,4294_66,R00789
1.7.1.7,2002,R01134
1.7.2.1,106,R00081
1.7.2.1,106,R00082
1.7.2.1,106,R00280
1.7.2.1,106,R00785
1.7.2.1,106,R00783
1.7.2.1,106,R00784
1.7.2.1,3156,R00081
1.7.2.1,3156,R00082
1.7.2.1,3156,R00280
1.7.2.1,3156,R00785
1.7.2.1,3156,R00783
1.7.2.1,3156,R00784
1.7.2.1,107_3156,R00081
1.7.2.1,107_3156,R00082
1.7.2.1,107_3156,R00280
1.7.2.1,107_3156,R00785
1.7.2.1,107_3156,R00783
1.7.2.1,107_3156,R00784
1.7.2.1,107_5,R00081
1.7.2.1,107_5,R00082
1.7.2.1,107_5,R00280
1.7.2.1,107_5,R00785
1.7.2.1,107_5,R00783
1.7.2.1,107_5,R00784
1.7.2.2,107,R05712
1.7.2.2,139,R05712
1.7.2.3,1_1001_2003,R02560
1.7.2.4,3156_5,R02804
1.7.2.5,4159_601,R00294
1.7.2.5,5038,R00294
1.7.2.5,107_5038,R00294
1.7.2.6,139,R10164
1.7.2.6,139,R10165
1.7.2.7,107_11_5,R09799
1.7.2.8,139,R07174
1.7.3.1,2002,R00799
1.7.3.1,2002,R10388
1.7.3.1,2002,R10389
1.7.3.1,4033_4052_633,R00799
1.7.3.1,4033_4052_633,R10388
1.7.3.1,4033_4052_633,R10389
1.7.3.3,230,R07981
1.7.3.3,230,R02106
1.7.5.1,1_1001_2003_205,R09497
1.7.5.1,1_1001_2003_205_5069,R09497
1.7.6.1,9,R09751
1.7.7.1,296_304,R00790
1.7.7.2,221,R00791
1.7.99.1,4017_4044_7586,R00143
1.7.99.1,4017_4044_7586,R00284
1.7.99.1,107_5,R00143
1.7.99.1,107_5,R00284
1.8.1.12,2003_244,R08356
1.8.1.12,2003_244,R08357
1.8.1.12,2003_244,R03821
1.8.1.14,2003_244,R07175
1.8.1.14,2003_2007_244,R07175
1.8.1.16,2003_244,R09561
1.8.1.19,1_187_2003_3695_7514,R10512
1.8.1.2,296_304,R00858
1.8.1.2,1_3687_7514,R00858
1.8.1.2,1_2007_3687_7514,R00858
1.8.1.2,2007,R00858
1.8.1.4,2003_244,R01698
1.8.1.4,2003_244,R01933
1.8.1.4,2003_244,R03815
1.8.1.4,2003_244,R07618
1.8.1.4,2003_244,R08550
1.8.1.4,325,R01698
1.8.1.4,325,R01933
1.8.1.4,325,R03815
1.8.1.4,325,R07618
1.8.1.4,325,R08550
1.8.1.5,2003_244,R05713
1.8.1.7,2003_244,R00094
1.8.1.7,2003_244,R00115
1.8.1.7,2485,R00094
1.8.1.7,2485,R00115
1.8.1.8,11_2485,R03913
1.8.1.8,11_2485,R03914
1.8.1.8,376,R03913
1.8.1.8,376,R03914
1.8.1.8,11,R03913
1.8.1.8,11,R03914
1.8.1.8,2485,R03913
1.8.1.8,2485,R03914
1.8.1.9,2003_244,R00900
1.8.1.9,2003_244,R03596
1.8.1.9,2003_244,R09372
1.8.1.9,2003_244,R02016
1.8.1.9,2003_244_2485,R00900
1.8.1.9,2003_244_2485,R03596
1.8.1.9,2003_244_2485,R09372
1.8.1.9,2003_244_2485,R02016
1.8.1.9,2003,R00900
1.8.1.9,2003,R03596
1.8.1.9,2003,R09372
1.8.1.9,2003,R02016
1.8.1.9,2485,R00900
1.8.1.9,2485,R03596
1.8.1.9,2485,R09372
1.8.1.9,2485,R02016
1.8.2.1,11_221,R00528
1.8.2.2,107,R00029
1.8.2.3,2003_244,R09499
1.8.3.1,243,R00533
1.8.3.1,11_221_243,R00533
1.8.3.1,11_221,R00533
1.8.3.2,2485_601,R00057
1.8.3.2,1092_601,R00057
1.8.3.2,601,R00057
1.8.3.2,2485,R00057
1.8.3.7,209,R11878
1.8.4.10,2005,R07176
1.8.4.11,304_708,R04120
1.8.4.11,304_708,R07606
1.8.4.11,304_592,R04120
1.8.4.11,304_592,R07606
1.8.4.11,304,R04120
1.8.4.11,304,R07606
1.8.4.11,708,R04120
1.8.4.11,708,R07606
1.8.4.11,2485,R04120
1.8.4.11,2485,R07606
1.8.4.12,304_708,R07607
1.8.4.12,304,R07607
1.8.4.12,708,R07607
1.8.4.12,2485,R07607
1.8.4.14,223,R02025
1.8.4.14,223,R07608
1.8.4.14,708,R02025
1.8.4.14,708,R07608
1.8.4.2,2485_3009,R02824
1.8.4.2,2485_3009,R03915
1.8.4.2,2485,R02824
1.8.4.2,2485,R03915
1.8.4.7,2485,R04039
1.8.4.8,2005,R02021
1.8.4.8,2485,R02021
1.8.4.9,2485,R05717
1.8.5.1,109_2485,R01108
1.8.5.1,2485,R01108
1.8.5.3,1_1001_2003,R09501
1.8.5.4,2003,R10152
1.8.5.7,109_2485,R11659
1.8.7.1,296_304,R03600
1.8.7.1,296_304,R00859
1.8.7.2,375_911,R09502
1.8.7.2,911,R09502
1.8.98.1,187_2002_2003_2007_205,R04540
1.8.98.1,2007,R04540
1.8.99.2,2003_278_604,R04927
1.8.99.2,2003_278_604,R00860
1.8.99.2,2003_278_604,R08553
1.8.99.2,2003_205_278_604,R04927
1.8.99.2,2003_205_278_604,R00860
1.8.99.2,2003_205_278_604,R08553
1.8.99.5,101_205_296_304,R00295
1.8.99.5,101_205_296_304,R08035
1.8.99.5,101_205_296_304,R00861
1.8.99.5,205_296_304,R00295
1.8.99.5,205_296_304,R08035
1.8.99.5,205_296_304,R00861
1.9.6.1,1_1001_2003,R00792
1.9.6.1,1_1001_2003,R03071
1.97.1.12,205_5037_5075,R09542
1.97.1.12,5037_5075,R09542
1.97.1.12,205,R09542
1.97.1.12,205_5020_5037_5064_5075_834,R09542
1.97.1.2,1_1001_11_2003_205,R04297
1.97.1.4,2002,R04710
2.1.1.1,2003,R01269
2.1.1.10,2002,R00650
2.1.1.10,2002,R11063
2.1.1.100,3447,R04496
2.1.1.103,2003,R06868
2.1.1.103,2003,R06869
2.1.1.103,2003,R02037
2.1.1.104,2003,R06578
2.1.1.104,2003,R01942
2.1.1.107,1137_2003_4029_4049_7550,R03950
2.1.1.107,1137_2003_4029_4049_7550,R03194
2.1.1.107,1137_2003_4029_4049_7550,R07237
2.1.1.107,1137_2003_4029_4049_7550,R07238
2.1.1.107,1137_7550,R03950
2.1.1.107,1137_7550,R03194
2.1.1.107,1137_7550,R07237
2.1.1.107,1137_7550,R07238
2.1.1.11,2003,R04237
2.1.1.113,2003,R03003
2.1.1.115,2003,R04692
2.1.1.115,2003,R05211
2.1.1.115,2003,R05216
2.1.1.115,2003,R08794
2.1.1.115,2003,R04713
2.1.1.117,101_2003,R03835
2.1.1.127,630_70,R05179
2.1.1.128,101_2003,R04715
2.1.1.128,101_2003,R05214
2.1.1.128,101_2003,R05123
2.1.1.128,101_2003,R05162
2.1.1.13,258,R09365
2.1.1.13,258,R00946
2.1.1.13,2007_258_4995,R09365
2.1.1.13,2007_258_4995,R00946
2.1.1.13,2007_4995,R09365
2.1.1.13,2007_4995,R00946
2.1.1.13,2002,R09365
2.1.1.13,2002,R00946
2.1.1.13,2007,R09365
2.1.1.13,2007,R00946
2.1.1.130,1137_7550,R03948
2.1.1.132,2003,R05149
2.1.1.133,1137_7550,R05181
2.1.1.137,2003,R05755
2.1.1.137,2003,R05756
2.1.1.14,2002,R04405
2.1.1.144,2003,R05763
2.1.1.145,2003,R05764
2.1.1.146,101_2003,R10250
2.1.1.146,101_2003,R10251
2.1.1.146,101_2003,R07240
2.1.1.148,842_PDBChainNotFound,R06613
2.1.1.148,842,R06613
2.1.1.150,101_2003,R06794
2.1.1.150,101_2003,R07375
2.1.1.150,101_2003,R07724
2.1.1.152,1137_7550,R05219
2.1.1.154,101_2003,R07242
2.1.1.156,2003,R10060
2.1.1.156,2003,R00367
2.1.1.156,2003,R07243
2.1.1.158,2003,R07917
2.1.1.160,2003,R07920
2.1.1.160,2003,R07921
2.1.1.160,2003,R07919
2.1.1.164,2003,R09569
2.1.1.171,2003,R07234
2.1.1.173,2003_304_4143,R07234
2.1.1.182,102_2003,R10716
2.1.1.182,2003,R10716
2.1.1.187,2003_4294,R07233
2.1.1.195,212_4008_7582,R07773
2.1.1.196,2003,R07774
2.1.1.2,2003,R01883
2.1.1.201,2003,R09737
2.1.1.204,2003,R00595
2.1.1.212,101_2003,R02931
2.1.1.212,101_2003,R06564
2.1.1.212,101_2003,R07722
2.1.1.22,2003,R02144
2.1.1.222,2003,R04988
2.1.1.222,2003,R08769
2.1.1.228,2003_304,R00597
2.1.1.228,2488,R00597
2.1.1.234,2003,R06427
2.1.1.235,2003,R06439
2.1.1.237,2003,R09823
2.1.1.238,2003_268,R09822
2.1.1.247,2002,R09124
2.1.1.247,2002,R09998
2.1.1.247,2002,R09999
2.1.1.247,2002,R10000
2.1.1.248,2002,R10014
2.1.1.255,2003,R09940
2.1.1.258,2002,R10243
2.1.1.258,2002,R02289
2.1.1.269,1_304,R10333
2.1.1.271,1137_7550,R05810
2.1.1.274,2003,R10448
2.1.1.278,2003,R10452
2.1.1.28,2003,R02533
2.1.1.28,2003,R04033
2.1.1.281,101_2003,R10431
2.1.1.282,871,R10498
2.1.1.284,2003,R10454
2.1.1.285,2003,R06771
2.1.1.290,2003_5,R10586
2.1.1.292,101_2003,R06687
2.1.1.292,101_2003,R06693
2.1.1.294,2003_206,R10658
2.1.1.296,2003_304_3995_3996_4962_4963_4967,R10812
2.1.1.296,4963,R10812
2.1.1.297,2003,R10806
2.1.1.297,2003_6056,R10806
2.1.1.300,2003,R10680
2.1.1.303,101_2003,R10963
2.1.1.314,1137_7550,R11165
2.1.1.316,101_2003,R11191
2.1.1.316,101_2003,R11192
2.1.1.319,2003_3698,R11219
2.1.1.319,2003_3698,R11216
2.1.1.319,2003_3698,R11217
2.1.1.319,220,R11219
2.1.1.319,220,R11216
2.1.1.319,220,R11217
2.1.1.319,4,R11219
2.1.1.319,4,R11216
2.1.1.319,4,R11217
2.1.1.320,2003_3698,R11220
2.1.1.320,2003_3698,R11218
2.1.1.320,2002_2003_3698,R11220
2.1.1.320,2002_2003_3698,R11216
2.1.1.320,2002_2003_3698,R11218
2.1.1.320,2003,R11220
2.1.1.320,2003,R11216
2.1.1.320,2003,R11218
2.1.1.327,101_2003,R11533
2.1.1.33,2003,R00600
2.1.1.333,101_2003,R09063
2.1.1.34,2488,R02917
2.1.1.341,1_304,R10136
2.1.1.341,1_304,R09271
2.1.1.343,101_2003,R11778
2.1.1.343,101_2003,R11779
2.1.1.343,101_2003,R11780
2.1.1.346,2003,R11953
2.1.1.348,906,R12011
2.1.1.348,2003,R12011
2.1.1.35,2003,R00594
2.1.1.35,2_2003,R00594
2.1.1.354,376,R03875
2.1.1.354,376,R04866
2.1.1.354,376,R04867
2.1.1.354,386,R03875
2.1.1.354,386,R04866
2.1.1.354,386,R04867
2.1.1.354,376_633,R03875
2.1.1.354,376_633,R04866
2.1.1.354,376_633,R04867
2.1.1.354,109_70,R03875
2.1.1.354,109_70,R04866
2.1.1.354,109_70,R04867
2.1.1.354,190,R03875
2.1.1.354,190,R04866
2.1.1.354,190,R04867
2.1.1.354,611,R03875
2.1.1.354,611,R04866
2.1.1.354,611,R04867
2.1.1.354,304_376,R03875
2.1.1.354,304_376,R04866
2.1.1.354,304_376,R04867
2.1.1.354,70,R03875
2.1.1.354,70,R04866
2.1.1.354,70,R04867
2.1.1.354,304,R03875
2.1.1.354,304,R04866
2.1.1.354,304,R04867
2.1.1.354,386_70,R03875
2.1.1.354,386_70,R04866
2.1.1.354,386_70,R04867
2.1.1.354,3109,R03875
2.1.1.354,3109,R04866
2.1.1.354,3109,R04867
2.1.1.354,70_PDBChainNotFound,R03875
2.1.1.354,70_PDBChainNotFound,R04866
2.1.1.354,70_PDBChainNotFound,R04867
2.1.1.355,4,R03875
2.1.1.355,4,R04866
2.1.1.355,4,R04867
2.1.1.355,3358_70,R03875
2.1.1.355,3358_70,R04866
2.1.1.355,3358_70,R04867
2.1.1.356,101_1020,R03875
2.1.1.356,101_1020,R04866
2.1.1.356,101_1020,R04867
2.1.1.356,101_1019_1020_3358_70,R03875
2.1.1.356,101_1019_1020_3358_70,R04866
2.1.1.356,101_1019_1020_3358_70,R04867
2.1.1.356,101_1019_1020_186_3358_70,R03875
2.1.1.356,101_1019_1020_186_3358_70,R04866
2.1.1.356,101_1019_1020_186_3358_70,R04867
2.1.1.357,2484,R03875
2.1.1.357,2484,R04866
2.1.1.359,142,R03875
2.1.1.359,142,R04866
2.1.1.359,142,R04867
2.1.1.359,64,R03875
2.1.1.359,64,R04866
2.1.1.359,64,R04867
2.1.1.359,633,R03875
2.1.1.359,633,R04866
2.1.1.359,633,R04867
2.1.1.360,2003,R03875
2.1.1.360,2003,R04866
2.1.1.360,2003,R04867
2.1.1.364,70_77,R03875
2.1.1.37,376,R00380
2.1.1.37,376,R04858
2.1.1.37,101_2003_3109_3497_4,R00380
2.1.1.37,101_2003_3109_3497_4,R04858
2.1.1.37,4,R00380
2.1.1.37,4,R04858
2.1.1.37,2003_3109_4,R00380
2.1.1.37,2003_3109_4,R04858
2.1.1.37,101_3497,R00380
2.1.1.37,101_3497,R04858
2.1.1.37,2003,R00380
2.1.1.37,2003,R04858
2.1.1.37,2003_376,R00380
2.1.1.37,2003_376,R04858
2.1.1.37,2003_4,R00380
2.1.1.37,2003_4,R04858
2.1.1.4,101_2003,R04905
2.1.1.4,101_2003,R03130
2.1.1.44,2003,R01169
2.1.1.44,2003,R10523
2.1.1.44,2003,R10524
2.1.1.44,2003,R04436
2.1.1.45,266_7501,R02101
2.1.1.45,7501,R02101
2.1.1.45,266,R02101
2.1.1.49,2003,R08537
2.1.1.49,2003,R02174
2.1.1.49,2003,R02808
2.1.1.49,2003,R02910
2.1.1.5,2002,R02821
2.1.1.50,2003,R05834
2.1.1.50,2003,R03554
2.1.1.56,2003_304_4967,R03805
2.1.1.56,2003_304_3995_3996_4962_4963_4967,R03805
2.1.1.56,2003_3996,R03805
2.1.1.56,11_5090_6072,R03805
2.1.1.56,1_2004_5101_PDBChainNotFound,R03805
2.1.1.56,11_5090_67,R03805
2.1.1.56,2004_5101,R03805
2.1.1.56,1_PDBChainNotFound,R03805
2.1.1.56,157,R03805
2.1.1.56,1,R03805
2.1.1.56,11,R03805
2.1.1.56,1_2004_5101,R03805
2.1.1.56,868,R03805
2.1.1.56,11_3544_5090_6072,R03805
2.1.1.56,2004_5101_PDBChainNotFound,R03805
2.1.1.56,3544,R03805
2.1.1.56,3544_PDBChainNotFound,R03805
2.1.1.56,2003,R03805
2.1.1.56,157_7523,R03805
2.1.1.56,3829,R03805
2.1.1.56,304_4967,R03805
2.1.1.56,2_2003_206_868,R03805
2.1.1.56,5090,R03805
2.1.1.56,11_5090,R03805
2.1.1.56,11_2003_312_3332_839,R03805
2.1.1.56,3828_3829,R03805
2.1.1.56,264,R03805
2.1.1.56,4963,R03805
2.1.1.57,2003_304_4967,R03922
2.1.1.57,11_5090_6072,R03922
2.1.1.57,1_2004_5101_PDBChainNotFound,R03922
2.1.1.57,11_5090_67,R03922
2.1.1.57,2004_5101,R03922
2.1.1.57,1_PDBChainNotFound,R03922
2.1.1.57,157,R03922
2.1.1.57,1,R03922
2.1.1.57,11,R03922
2.1.1.57,1_2004_5101,R03922
2.1.1.57,11_3544_5090_6072,R03922
2.1.1.57,2004_5101_PDBChainNotFound,R03922
2.1.1.57,3544,R03922
2.1.1.57,3544_PDBChainNotFound,R03922
2.1.1.57,2003,R03922
2.1.1.57,157_7523,R03922
2.1.1.57,3829,R03922
2.1.1.57,304_4967,R03922
2.1.1.57,5090,R03922
2.1.1.57,11_5090,R03922
2.1.1.57,3828_3829,R03922
2.1.1.6,2003,R00827
2.1.1.6,2003,R02534
2.1.1.6,2003,R02920
2.1.1.6,2003,R03304
2.1.1.6,2003,R04301
2.1.1.6,2003,R04762
2.1.1.6,2003,R04764
2.1.1.6,2003,R04881
2.1.1.6,2003,R04887
2.1.1.6,2003,R07330
2.1.1.6,101_2003,R00827
2.1.1.6,101_2003,R02534
2.1.1.6,101_2003,R02920
2.1.1.6,101_2003,R03304
2.1.1.6,101_2003,R04301
2.1.1.6,101_2003,R04762
2.1.1.6,101_2003,R04764
2.1.1.6,101_2003,R04881
2.1.1.6,101_2003,R04887
2.1.1.6,101_2003,R07330
2.1.1.60,2003,R04062
2.1.1.61,2003,R00601
2.1.1.62,2003_632_7039,R03788
2.1.1.62,64,R03788
2.1.1.63,101_901,R04314
2.1.1.63,901,R04314
2.1.1.63,101_2484,R04314
2.1.1.64,2003,R12657
2.1.1.65,101_2003,R03623
2.1.1.67,2003,R03701
2.1.1.67,2003,R08236
2.1.1.67,2003,R08239
2.1.1.67,2003,R08246
2.1.1.68,101_2003,R02379
2.1.1.68,101_2003,R06574
2.1.1.68,101_2003,R06575
2.1.1.68,101_2003,R06576
2.1.1.68,101_2003,R06577
2.1.1.68,101_2003,R03366
2.1.1.69,101_2003,R08538
2.1.1.69,101_2003,R02882
2.1.1.72,2003_2004_3962_4333,R02961
2.1.1.72,2003_3962,R02961
2.1.1.72,2003_3962_PDBChainNotFound,R02961
2.1.1.72,2003_3987_3988,R02961
2.1.1.72,2003_2008_3962_4333,R02961
2.1.1.72,2003,R02961
2.1.1.72,2003_4333,R02961
2.1.1.72,2003_3988_PDBChainNotFound,R02961
2.1.1.74,2003_244,R03704
2.1.1.74,2003_244,R12548
2.1.1.77,2003_331,R04190
2.1.1.77,2003,R04190
2.1.1.79,2003_268,R03411
2.1.1.79,2003,R03411
2.1.1.8,2003,R02155
2.1.1.80,2003_518,R02623
2.1.1.80,2003,R02623
2.1.1.85,630_70,R02627
2.1.1.86,2002,R12291
2.1.1.86,2002,R04347
2.1.1.86,2007,R12291
2.1.1.86,2007,R04347
2.1.1.89,101_2003,R04077
2.1.1.90,2002,R09098
2.1.1.90,2002,R04384
2.1.1.96,2003,R09370
2.1.1.96,2003,R02572
2.1.1.98,1137_7550,R10306
2.1.1.98,1137_7550,R04481
2.1.1.98,1137_7550,R08468
2.1.1.98,1137_7550,R08469
2.1.2.1,3016_7577,R09099
2.1.2.1,3016_7577,R00945
2.1.2.10,1_304,R02300
2.1.2.10,1_304,R04125
2.1.2.11,2002,R01216
2.1.2.11,2002,R01226
2.1.2.13,270_7571,R07660
2.1.2.13,2003_270_7571,R07660
2.1.2.13,2003,R07660
2.1.2.2,7571,R04326
2.1.2.2,7571,R04325
2.1.2.2,2003_206_325,R04326
2.1.2.2,2003_206_325,R04325
2.1.2.2,301_304,R04326
2.1.2.2,301_304,R04325
2.1.2.3,2492_7543,R04560
2.1.2.5,133_304,R03189
2.1.2.5,133_304,R02287
2.1.2.5,304,R03189
2.1.2.5,304,R02287
2.1.2.8,266,R01669
2.1.2.9,270_7571,R03940
2.1.2.9,109_270_7571,R03940
2.1.3.1,325,R00353
2.1.3.1,325,R00930
2.1.3.1,2486,R00353
2.1.3.1,2486,R00930
2.1.3.1,103_2002,R00353
2.1.3.1,103_2002,R00930
2.1.3.10,2486,R08936
2.1.3.11,2003,R08937
2.1.3.15,2486,R04386
2.1.3.2,2003_2007,R01397
2.1.3.2,2002_65,R01397
2.1.3.2,2003,R01397
2.1.3.3,2003,R01398
2.1.3.6,2003_2007,R01399
2.1.3.6,2003,R01399
2.1.3.9,7581,R07245
2.1.3.9,2003,R07245
2.1.4.1,232,R01686
2.1.4.1,232,R01989
2.1.4.1,232,R00565
2.1.4.2,232,R03477
2.10.1.1,7541,R09735
2.10.1.1,275_3052_70_7541,R09735
2.2.1.1,7522_7574,R01067
2.2.1.1,7522_7574,R01830
2.2.1.1,7522_7574,R06590
2.2.1.1,7522_7574,R06861
2.2.1.1,7522_7574,R06863
2.2.1.1,7522_7574,R01641
2.2.1.1,7523,R01067
2.2.1.1,7523,R01830
2.2.1.1,7523,R06590
2.2.1.1,7523,R06861
2.2.1.1,7523,R06863
2.2.1.1,7523,R01641
2.2.1.10,2002,R08568
2.2.1.2,2002,R01827
2.2.1.2,2002,R08575
2.2.1.5,7522_7574,R00474
2.2.1.5,323_7522_7574,R00474
2.2.1.6,2003_7574,R00014
2.2.1.6,2003_7574,R03050
2.2.1.6,2003_7574,R04672
2.2.1.6,2003_7574,R04673
2.2.1.6,2003_7574,R08648
2.2.1.6,2003_7574,R00006
2.2.1.6,2003_7574,R00226
2.2.1.6,304,R00014
2.2.1.6,304,R03050
2.2.1.6,304,R04672
2.2.1.6,304,R04673
2.2.1.6,304,R08648
2.2.1.6,304,R00006
2.2.1.6,304,R00226
2.2.1.7,7522_7574,R05636
2.2.1.9,2003_7574,R08165
2.3.1.1,231_3117,R00259
2.3.1.1,213_7531,R00259
2.3.1.1,231_3117_PDBChainNotFound,R00259
2.3.1.1,213_268,R00259
2.3.1.1,213,R00259
2.3.1.1,3117_PDBChainNotFound,R00259
2.3.1.101,304,R03390
2.3.1.108,213,R04192
2.3.1.109,1_213,R00832
2.3.1.111,2003_222_236,R05189
2.3.1.111,2003_222_236,R11450
2.3.1.111,2007_304_6094_7581,R05189
2.3.1.111,2007_304_6094_7581,R11450
2.3.1.116,323,R04356
2.3.1.116,323,R06797
2.3.1.117,208_3001,R04365
2.3.1.117,208_3610,R04365
2.3.1.118,219,R04024
2.3.1.118,219,R08386
2.3.1.12,147,R02569
2.3.1.12,323,R02569
2.3.1.12,325,R02569
2.3.1.122,7579,R07248
2.3.1.129,208,R04567
2.3.1.133,323,R01945
2.3.1.133,323,R07432
2.3.1.133,323,R07433
2.3.1.133,323,R02416
2.3.1.135,219,R04514
2.3.1.135,219,R08387
2.3.1.135,219,R08389
